emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
368094,European,40-10-335,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368094
368095,European,40-10-336,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368095
368096,European,40-10-337,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368096
368097,European,40-10-338,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368097
368098,European,40-10-339,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368098
284474,European,40-10-340,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/284474
355725,European,40-10-341,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/355725
368099,European,40-10-342,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368099
368100,European,40-10-343,Animal Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Animal Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Bos primigenius,,,,,,,,,,,U,http://www.penn.museum/collections/object/368100
368101,European,40-10-344,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368101
368102,European,40-10-345,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368102
368104,European,40-10-347,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368104
368105,European,40-10-348,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368105
368106,European,40-10-349,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368106
368107,European,40-10-350,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368107
368108,European,40-10-351,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368108
368109,European,40-10-352,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368109
368110,European,40-10-353,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368110
368111,European,40-10-354,Reindeer Tooth,,Upper Mousterian,France|Dordogne|Castlemerle,Reindeer Tooth,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer tooth,,,,,,,,,,,U,http://www.penn.museum/collections/object/368111
368119,European,40-10-362,Bone Fragment,,Aurignacian,France|Dordogne|Castlemerle,Bone,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 1230 written on object in black ink.<br /><br />Bone Fragment,,,,,,,,,,,1230|A,http://www.penn.museum/collections/object/368119
346362,European,40-10-364,Reindeer Tooth,,Aurignacian,France|Dordogne|Castlemerle,Reindeer Tooth,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Reindeer Tooth,,,,,,,,,,,A,http://www.penn.museum/collections/object/346362
368250,European,40-10-527,Jaw Fragment,,Aurignacian,France|Dordogne|La Souquette,Bone,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 1850 written on object in black ink.<br /><br />Jaw Fragment,,,,,,,,,,,1850,http://www.penn.museum/collections/object/368250
368257,European,40-10-531,Animal Tooth,,Aurignacian,France|Dordogne|La Souquette,Animal Tooth,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 1850 (?) written on object in black ink.<br /><br />animal tooth,,,,,,,,,,,1850 (?),http://www.penn.museum/collections/object/368257
351212,European,40-10-554,Animal Bone,,Aurignacian,France|Dordogne|La Souquette,Animal Bone,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 1882 (?) written on object in black ink.<br /><br />fragment,,,,,,,,,,,1882 (?),http://www.penn.museum/collections/object/351212
368271,European,40-10-557,Bone Fragment,,Aurignacian,France|Dordogne|La Souquette,Bone,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 187- (?) written on object in black ink.<br /><br />Worked,,,,,,,,,,,187- (?)|A,http://www.penn.museum/collections/object/368271
368307,European,40-10-592,Point Fragment,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2412 written on object in black ink.<br /><br />Fragment of a bone point,,,,,,,,,,,2412,http://www.penn.museum/collections/object/368307
368308,European,40-10-593,Point Fragment,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2409 written on object in black ink.<br /><br />Fragment of a bone point,,,,,,,,,,,2409,http://www.penn.museum/collections/object/368308
368309,European,40-10-594,Point Fragment,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2419 (?) written on object in black ink.<br /><br />Fragment of a bone point,,,,,,,,,,,2419 (?),http://www.penn.museum/collections/object/368309
368310,European,40-10-595,Point Fragment,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2413 written on object in black ink.<br /><br />Fragment of a bone point,,,,,,,,,,,2413,http://www.penn.museum/collections/object/368310
368311,European,40-10-596,Point Fragment|Awl (uncertain),,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2410 written on object in black ink.<br /><br />Awl?,,,,,,,,,,,2410,http://www.penn.museum/collections/object/368311
368312,European,40-10-597,Point,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Number 2420 written on object in black ink.<br /><br />Fragment. Base of ""sagaie."" Several incised marks.",,,Incised,,,,,,,,2420,http://www.penn.museum/collections/object/368312
368313,European,40-10-598,Point,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Number 2421 written on object in black ink.<br /><br />Fragment. Base of ""sagaie.""",,,,,,,,,,,2421,http://www.penn.museum/collections/object/368313
368314,European,40-10-599,Point,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Number 2422 written on object in black ink.<br /><br />Fragment. Base of ""sagaie."" Doubly bevelled with incised lines.",,,,,,,,,,,2422,http://www.penn.museum/collections/object/368314
368315,European,40-10-600,Point,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Number 2411 written on object in black ink.<br /><br />Fragment. Base of ""sagaie."" Doubly bevelled with incised lines.",,,,,,,,,,,2411,http://www.penn.museum/collections/object/368315
368316,European,40-10-601,Point,,Magdalenian,France|Dordogne|La Madeleine,Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Number 2414 written on object in black ink.<br /><br />""Sagaie.""  Broken at point.",,,,,,,,,,,2414,http://www.penn.museum/collections/object/368316
368317,European,40-10-602,Animal Bone,,Magdalenian,France|Dordogne|La Madeleine,Animal Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2404 written on object in black ink.<br /><br />Showing where splinters have been removed.,,,,,,,,,,,2404,http://www.penn.museum/collections/object/368317
368318,European,40-10-603,Animal Bone,,Magdalenian,France|Dordogne|La Madeleine,Animal Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2415 written on object in black ink.<br /><br />Showing where splinters have been removed.,,,,,,,,,,,2415,http://www.penn.museum/collections/object/368318
368319,European,40-10-604,Animal Bone,,Magdalenian,France|Dordogne|La Madeleine,Animal Bone,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Numbers 2416 and 2418 written on object in black ink.<br /><br />Showing where splinters have been removed on side.,,,,,,,,,,,2416|2418,http://www.penn.museum/collections/object/368319
368350,European,40-10-634,Horse Tooth,,Magdalenian,France|Dordogne|Les Eyzies,Horse Tooth,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2402 written on object in black ink.<br /><br />Horse tooth,,,,,,,,,,,2402,http://www.penn.museum/collections/object/368350
368351,European,40-10-635,Horse Tooth,,Magdalenian,France|Dordogne|Les Eyzies,Horse Tooth,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Number 2403 written on object in black ink.<br /><br />Horse tooth,,,,,,,,,,,2403,http://www.penn.museum/collections/object/368351
179975,European,42-30-130,Dagger,,,England|Hammersmith|London|Thames River,Bone,,,,,"Gift of Mrs. Morgan Wing on behalf of the Estate of Florence C. Whitney, 1942",,"Animal bone, one side cut away to form point.",,,,,,,,,,,4,http://www.penn.museum/collections/object/179975
349790,European,62-13-7,Tooth,,Swiss Lake Dweller,Switzerland,Bone,,,,,"Gift of Edmund Zelinski, 1962",,Pierced for suspension.,,,,,,,,,,,,http://www.penn.museum/collections/object/349790
349791,European,62-13-8,Tooth,,Swiss Lake Dweller,Switzerland,Bone,,,,,"Gift of Edmund Zelinski, 1962",,"One object, now broken into 6 pieces.<br /><br />Pierced for suspension. Fragmentary.",,,,,,,,,,,,http://www.penn.museum/collections/object/349791
351846,European,62-13-9,Animal Tooth,,Swiss Lake Dweller,Switzerland,Bone,,,,,"Gift of Edmund Zelinski, 1962",,Animal tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/351846
344694,European,62-13-10,Animal Tooth,,Swiss Lake Dweller,Switzerland,Bone,,,,,"Gift of Edmund Zelinski, 1962",,Animal tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/344694
344695,European,62-13-11,Animal Tooth,,Swiss Lake Dweller,Switzerland,Bone,,,,,"Gift of Edmund Zelinski, 1962",,Animal tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/344695
367904,European,62-13-13,Awl,,Swiss Lake Dweller,Switzerland,Bird Bone,,,,,"Gift of Edmund Zelinski, 1962",,Highly polished.,,,,,,,,,,,,http://www.penn.museum/collections/object/367904
367905,European,62-13-14,Awl,,Swiss Lake Dweller,Switzerland,Bird Bone,,,,,"Gift of Edmund Zelinski, 1962",,Highly polished.,,,Polished,,,,,,,,,http://www.penn.museum/collections/object/367905
348287,European,65-25-77,Hammer,,Neolithic,Switzerland|St. Aubin|Lake Neuchatel,Antler|Bone,Neolithic III,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 5126 written on object in white ink. Number 45 written on a white tag attached to the object.<br /><br />antler / bone hammer,,,,,,,,,,,5126|40/71.19|45 (tag),http://www.penn.museum/collections/object/348287
356949,European,65-25-81,Hammer,,,Switzerland|Concise|Lake Neuchatel,Antler,,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 4965 written on object in white ink. Number 26 written on a white tag attached to the object. Number XVII.26 written on object in white ink<br /><br />hammer - made of antler,,,,,,,,,,,4965|40/69.37|26 (tag)|XVII.26,http://www.penn.museum/collections/object/356949
345449,European,65-25-82,Antler,,,Switzerland|Concise|Lake Neuchatel,Antler,,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 5136 written on object in white ink.<br /><br />Short section,,,,,,,,,,,5136|40/71.19,http://www.penn.museum/collections/object/345449
350142,European,65-25-91,Pendant (uncertain),,,Switzerland|Lake Neuchatel,Antler,,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 5841 written on object in white ink.<br /><br />pendant (?) made of antler,,,,,,,,,,,5841|40/71.19,http://www.penn.museum/collections/object/350142
358031,European,65-25-232,Spatula,,Neolithic,Yugoslavia|Serbia|Starcevo,Bone,Neolithic Period,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 4449 written on object in black ink. Number Y-I-165 written on object in pencil.<br /><br />bone spatula,,,,,,,,,,,4449|40/34.105|Y-I-165,http://www.penn.museum/collections/object/358031
358032,European,65-25-233,Spatula,,Neolithic,Yugoslavia|Serbia|Starcevo,Bone,Neolithic Period,,,,"Exchange with Peabody Museum, Harvard, 1965",,Number 4450 written on object in black ink. Number Y-I-164 written on object in pencil.<br /><br />bone spatula - broken,,,,,,,,,,,4450|40/34.105|Y-I-164,http://www.penn.museum/collections/object/358032
